[2025-08-23 19:10:20.550] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:10:21.324] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:10:21.983] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"ct1wksqog4t3a6w7kt2fc4jys"}}
[2025-08-23 19:39:08.772] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":330,"TS":"2025-08-23T15:09:08.23","TID":1,"PID":1,"M":38,"S":51,"PLID":96601,"PLUUID":"26nfmfc8p2doisd9p8vtd33dh","PN":"L. Bittencourt","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":24.3,"Y":82.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.8"]},{"I":141,"V":["89.1"]},{"I":212,"V":["6.563746"]},{"I":213,"V":["0.7671909"]}]}}}
[2025-08-23 19:39:11.337] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":377,"TS":"2025-08-23T15:09:11.30","TID":8,"PID":1,"M":38,"S":54,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":77.7,"Y":10.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-23 19:39:11.932] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":378,"TS":"2025-08-23T15:09:11.573","TID":5,"PID":1,"M":38,"S":55,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":101.3,"Y":12.5,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:39:14.967] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":331,"TS":"2025-08-23T15:09:13.382","TID":5,"PID":1,"M":38,"S":56,"PLID":513441,"PLUUID":"39yc76urwnda0ze6qb9h00ine","PN":"M. Backhaus","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":-0.5,"Y":52.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:39:31.186] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":332,"TS":"2025-08-23T15:09:28.310","TID":1,"PID":1,"M":39,"S":11,"PLID":225335,"PLUUID":"aaoycxwi9jny6flm4apz8a2uh","PN":"M. Friedl","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":3.7,"Y":61.5,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["2.5"]},{"I":141,"V":["51.2"]},{"I":212,"V":["7.116433"]},{"I":213,"V":["4.534396"]},{"I":318,"V":["0.00000042"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-23 19:39:34.195] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":333,"TS":"2025-08-23T15:09:30.822","TID":1,"PID":1,"M":39,"S":14,"PLID":513441,"PLUUID":"39yc76urwnda0ze6qb9h00ine","PN":"M. Backhaus","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":3.6,"Y":49.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["17.1"]},{"I":141,"V":["45"]},{"I":212,"V":["14.54594"]},{"I":213,"V":["6.056866"]},{"I":318,"V":["0.00000105"]}]}}}
[2025-08-23 19:39:37.814] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":334,"TS":"2025-08-23T15:09:33.959","TID":1,"PID":1,"M":39,"S":17,"PLID":444687,"PLUUID":"39tod1iad3ztq17qveh8pwp9l","PN":"S. Lynen","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":13.8,"Y":52.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["2.7"]},{"I":141,"V":["84.3"]},{"I":212,"V":["24.5051"]},{"I":213,"V":["2.06646"]},{"I":318,"V":["0.00000022"]}]}}}
[2025-08-23 19:39:40.393] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":335,"TS":"2025-08-23T15:09:37.447","TID":1,"PID":1,"M":39,"S":20,"PLID":225335,"PLUUID":"aaoycxwi9jny6flm4apz8a2uh","PN":"M. Friedl","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":3.5,"Y":93.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["37.1"]},{"I":141,"V":["64.3"]},{"I":212,"V":["40.3511"]},{"I":213,"V":["5.776433"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00001483"]}]}}}
[2025-08-23 19:39:47.598] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":336,"TS":"2025-08-23T15:09:40.103","TID":1,"PID":1,"M":39,"S":23,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":38.4,"Y":63.5,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":168,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["45.3"]},{"I":141,"V":["53.3"]},{"I":212,"V":["10.02986"]},{"I":213,"V":["5.519573"]},{"I":318,"V":["0.000046"]}]}}}
[2025-08-23 19:39:50.113] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":337,"TS":"2025-08-23T15:09:47.271","TID":1,"PID":1,"M":39,"S":30,"PLID":565380,"PLUUID":"68rs7juin2mmdok00hw6uvre2","PN":"J. Njinmah","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":61.8,"Y":73.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["79"]},{"I":141,"V":["79.3"]},{"I":212,"V":["18.53023"]},{"I":213,"V":["0.2257634"]},{"I":318,"V":["0.00285518"]}]}}}
[2025-08-23 19:39:50.431] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":338,"TS":"2025-08-23T15:09:49.751","TID":1,"PID":1,"M":39,"S":33,"PLID":513536,"PLUUID":"58d87tochcm6hk4n6l7ua7jvu","PN":"S. Mbangula","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":85.9,"Y":74.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["88.9"]},{"I":141,"V":["74"]},{"I":212,"V":["3.150734"]},{"I":213,"V":["6.261601"]}]}}}
[2025-08-23 19:39:56.625] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":379,"TS":"2025-08-23T15:09:51.125","TID":12,"PID":1,"M":39,"S":34,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":17.2,"Y":31.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["38.5"]},{"I":141,"V":["6.1"]},{"I":212,"V":["28.29963"]},{"I":213,"V":["5.623676"]}]}}}
[2025-08-23 19:39:57.002] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":380,"TS":"2025-08-23T15:09:56.372","TID":45,"PID":1,"M":39,"S":39,"PLID":205252,"PLUUID":"7o11dzx2cccrslutrjl16ik89","PN":"R. Doan","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":37.5,"Y":9.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:40:02.442] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":339,"TS":"2025-08-23T15:10:01.559","TID":39,"PID":1,"M":39,"S":45,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":72.5,"Y":67.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":249,"V":["NULL"]}]}}}
[2025-08-23 19:40:02.867] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":381,"TS":"2025-08-23T15:10:02.548","TID":63,"PID":1,"M":39,"S":46,"PLID":155465,"PLUUID":"7llxni56g8q0yt33vhp1pt3o5","PN":"M. Zetterer","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":0.6,"Y":50.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:40:03.642] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":339,"TS":"2025-08-23T15:10:01.559","TID":15,"PID":1,"M":39,"S":45,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":72.5,"Y":67.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0235"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-23 19:40:04.425] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":381,"TS":"2025-08-23T15:10:02.548","TID":10,"PID":1,"M":39,"S":46,"PLID":155465,"PLUUID":"7llxni56g8q0yt33vhp1pt3o5","PN":"M. Zetterer","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":0.6,"Y":50.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":177,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:40:04.624] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":382,"TS":"2025-08-23T15:10:02.558","TID":52,"PID":1,"M":39,"S":46,"PLID":155465,"PLUUID":"7llxni56g8q0yt33vhp1pt3o5","PN":"M. Zetterer","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":0.6,"Y":50.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:40:06.853] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":339,"TS":"2025-08-23T15:10:01.559","TID":15,"PID":1,"M":39,"S":45,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":72.5,"Y":67.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["50.1145912910619"]},{"I":103,"V":["3.79746835443038"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0235"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":146,"V":["98.8846153846154"]},{"I":147,"V":["50"]},{"I":322,"V":["0.0188"]}]}}}
[2025-08-23 19:40:07.086] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":339,"TS":"2025-08-23T15:10:01.559","TID":15,"PID":1,"M":39,"S":45,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":72.5,"Y":67.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":233,"V":["381"]},{"I":372,"V":["2gclus0g2a9oiw5e0x2l6wtli"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["50.1145912910619"]},{"I":103,"V":["3.79746835443038"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0235"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":146,"V":["98.8846153846154"]},{"I":147,"V":["50"]},{"I":322,"V":["0.0188"]}]}}}
[2025-08-23 19:40:07.419] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":381,"TS":"2025-08-23T15:10:01.659","TID":10,"PID":1,"M":39,"S":45,"PLID":155465,"PLUUID":"7llxni56g8q0yt33vhp1pt3o5","PN":"M. Zetterer","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":0.6,"Y":50.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":177,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":233,"V":["339"]},{"I":372,"V":["d9v27h4v72vfifddteesiqjc9"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:40:18.875] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":340,"TS":"2025-08-23T15:10:18.262","TID":1,"PID":1,"M":40,"S":1,"PLID":225335,"PLUUID":"aaoycxwi9jny6flm4apz8a2uh","PN":"M. Friedl","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":1.9,"Y":96.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["3.9"]},{"I":141,"V":["97.1"]},{"I":212,"V":["2.109885"]},{"I":213,"V":["0.096839"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:40:19.039] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":383,"TS":"2025-08-23T15:10:13.173","TID":1,"PID":1,"M":39,"S":56,"PLID":155465,"PLUUID":"7llxni56g8q0yt33vhp1pt3o5","PN":"M. Zetterer","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":9.8,"Y":54,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":123,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["29.7"]},{"I":141,"V":["66.3"]},{"I":212,"V":["22.50683"]},{"I":213,"V":["0.3807539"]},{"I":318,"V":["0.00000551"]}]}}}
[2025-08-23 19:40:26.070] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":384,"TS":"2025-08-23T15:10:25.475","TID":1,"PID":1,"M":40,"S":8,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":29.4,"Y":9.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["57.4"]},{"I":141,"V":["-0.7"]},{"I":212,"V":["30.1609"]},{"I":213,"V":["6.058086"]}]}}}
[2025-08-23 19:40:26.446] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":385,"TS":"2025-08-23T15:10:25.873","TID":5,"PID":1,"M":40,"S":9,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":57.4,"Y":-0.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:40:34.085] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":341,"TS":"2025-08-23T15:10:24.824","TID":5,"PID":1,"M":40,"S":8,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":49.2,"Y":101.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:40:43.285] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":342,"TS":"2025-08-23T15:10:40.214","TID":1,"PID":1,"M":40,"S":23,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":46.5,"Y":101.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["46.3"]},{"I":141,"V":["75.5"]},{"I":212,"V":["17.61325"]},{"I":213,"V":["4.700466"]},{"I":318,"V":["0.00001321"]}]}}}
[2025-08-23 19:40:44.695] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":343,"TS":"2025-08-23T15:10:42.998","TID":1,"PID":1,"M":40,"S":26,"PLID":96601,"PLUUID":"26nfmfc8p2doisd9p8vtd33dh","PN":"L. Bittencourt","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":51.9,"Y":76.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["63.1"]},{"I":141,"V":["65.5"]},{"I":212,"V":["13.90091"]},{"I":213,"V":["5.720804"]},{"I":318,"V":["0.00066148"]}]}}}
[2025-08-23 19:40:45.494] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":344,"TS":"2025-08-23T15:10:44.374","TID":1,"PID":1,"M":40,"S":27,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":59.4,"Y":67,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42"]},{"I":141,"V":["61.5"]},{"I":212,"V":["18.64887"]},{"I":213,"V":["3.34351"]},{"I":318,"V":["0.00007026"]}]}}}
[2025-08-23 19:40:50.291] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":345,"TS":"2025-08-23T15:10:46.726","TID":1,"PID":1,"M":40,"S":30,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":42.9,"Y":61.5,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["53.2"]},{"I":141,"V":["28.5"]},{"I":212,"V":["24.91019"]},{"I":213,"V":["5.161494"]},{"I":318,"V":["0.00017427"]}]}}}
[2025-08-23 19:40:55.543] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":346,"TS":"2025-08-23T15:10:49.911","TID":1,"PID":1,"M":40,"S":33,"PLID":518758,"PLUUID":"3tpfqju821lze7myekb40kefo","PN":"J. Malatini","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":56.2,"Y":25.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["56.1"]},{"I":141,"V":["33.5"]},{"I":212,"V":["5.373026"]},{"I":213,"V":["1.59034"]},{"I":318,"V":["0.0002549"]}]}}}
[2025-08-23 19:40:56.137] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":347,"TS":"2025-08-23T15:10:55.319","TID":1,"PID":1,"M":40,"S":38,"PLID":96601,"PLUUID":"26nfmfc8p2doisd9p8vtd33dh","PN":"L. Bittencourt","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":75,"Y":19.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["78.8"]},{"I":141,"V":["18.3"]},{"I":212,"V":["4.036663"]},{"I":213,"V":["6.130988"]}]}}}
[2025-08-23 19:40:58.535] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":386,"TS":"2025-08-23T15:10:58.165","TID":74,"PID":1,"M":40,"S":41,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":25.9,"Y":83.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:41:00.507] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":387,"TS":"2025-08-23T15:11:00.195","TID":52,"PID":1,"M":40,"S":43,"PLID":155465,"PLUUID":"7llxni56g8q0yt33vhp1pt3o5","PN":"M. Zetterer","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":3.8,"Y":69.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:41:11.111] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":388,"TS":"2025-08-23T15:11:10.740","TID":80,"PID":1,"M":40,"S":54,"PLID":155465,"PLUUID":"7llxni56g8q0yt33vhp1pt3o5","PN":"M. Zetterer","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":10.9,"Y":52.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:41:16.124] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":389,"TS":"2025-08-23T15:11:13.700","TID":1,"PID":1,"M":40,"S":57,"PLID":155465,"PLUUID":"7llxni56g8q0yt33vhp1pt3o5","PN":"M. Zetterer","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":11.5,"Y":51.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.8"]},{"I":141,"V":["71.1"]},{"I":212,"V":["17.00599"]},{"I":213,"V":["0.8815542"]},{"I":318,"V":["0.00000196"]}]}}}
[2025-08-23 19:41:18.150] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":390,"TS":"2025-08-23T15:11:15.892","TID":1,"PID":1,"M":40,"S":59,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":22.3,"Y":70.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.7"]},{"I":141,"V":["58.7"]},{"I":212,"V":["25.9111"]},{"I":213,"V":["5.960043"]},{"I":318,"V":["0.00005492"]}]}}}
[2025-08-23 19:41:19.128] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":391,"TS":"2025-08-23T15:11:17.859","TID":1,"PID":1,"M":41,"S":1,"PLID":225485,"PLUUID":"d3tfdqfnab7bqxfdh3399y06i","PN":"J. Burkardt","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":45.7,"Y":58.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["41.8"]},{"I":141,"V":["51.3"]},{"I":212,"V":["6.487684"]},{"I":213,"V":["4.029295"]},{"I":318,"V":["0.00004341"]}]}}}
[2025-08-23 19:41:26.129] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":392,"TS":"2025-08-23T15:11:20.788","TID":1,"PID":1,"M":41,"S":4,"PLID":554087,"PLUUID":"4a59itr8bwm9auhz9f2dno104","PN":"C. Uzun","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":40.1,"Y":60.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["55.1"]},{"I":141,"V":["76.4"]},{"I":212,"V":["19.18127"]},{"I":213,"V":["0.6074373"]},{"I":318,"V":["0.00015995"]}]}}}
