[2025-08-19 00:32:44.800] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-19 00:32:45.449] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-19 00:32:46.097] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"13ylro8dy443m52qxwrxm9zis"}}
[2025-08-19 02:11:06.949] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":682,"TS":"2025-08-18T21:40:39.280","TID":10,"PID":2,"M":81,"S":3,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":10.6,"Y":38.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":233,"V":["780"]},{"I":372,"V":["8z33psgylakei5yj2weeefomi"]},{"I":56,"V":["Back"]}]}}}
[2025-08-19 02:11:15.091] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":688,"TS":"2025-08-18T21:41:14.947","TID":88,"PID":2,"M":81,"S":38,"PLID":502697,"PLUUID":"18qxb54ol1s4mtgl7n3224ciy","PN":"C. Alcaraz","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":32.8,"Y":47.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-19 02:11:49.067] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":783,"TS":"2025-08-18T21:40:49.284","TID":15,"PID":2,"M":81,"S":13,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":75.2,"Y":44.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":133,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["49.4"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0288"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":458,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["90.3"]},{"I":147,"V":["47.7"]},{"I":230,"V":["1.76442307692308"]},{"I":231,"V":["50.7222222222222"]},{"I":192,"V":["NULL"]}]}}}
[2025-08-19 02:12:17.095] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":676,"TS":"2025-08-18T21:40:19.421","TID":43,"PID":2,"M":80,"S":43,"PLID":440993,"PLUUID":"3dm2bfuoyips4rbj0vhvbp9be","PN":"I. Ndiaye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":91.3000030517578,"Y":16.2000007629395,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":142,"V":[null]},{"I":144,"V":["61"]}]}}}
[2025-08-19 02:12:18.262] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":786,"TS":"2025-08-18T21:42:18.196","TID":62,"PID":2,"M":82,"S":42,"PLID":0,"PLUUID":"djo99px7j95m6hzrod3l7yk0l","PN":"D. Farke","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":50,"Y":50,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-19 02:13:10.509] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":780,"TS":"2025-08-18T21:40:39.180","TID":15,"PID":2,"M":81,"S":3,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":86.1,"Y":64.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":233,"V":["682"]},{"I":372,"V":["dn9id0abu9adev86wi2y7ils1"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":76,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["779"]},{"I":368,"V":["7oqkz5iyh361bhio3almhvkxi"]},{"I":102,"V":["53.8"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0573"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":468,"V":["688"]},{"I":469,"V":["6f5u9n0bunq1jzq2ld8crsa5m"]},{"I":82,"V":["NULL"]},{"I":146,"V":["89.4"]},{"I":147,"V":["61.7"]},{"I":230,"V":["2.54326923076923"]},{"I":231,"V":["47.2916666666667"]}]}}}
[2025-08-19 02:13:32.006] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":787,"TS":"2025-08-18T21:43:30.19","TID":38,"PID":2,"M":83,"S":54,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":88.5,"Y":50,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":9,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":214,"V":["NULL"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]}]}}}
[2025-08-19 02:13:33.594] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":787,"TS":"2025-08-18T21:43:30.19","TID":16,"PID":2,"M":83,"S":54,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":88.5,"Y":50,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":9,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":214,"V":["NULL"]},{"I":321,"V":["0.7884"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":374,"V":["2025-08-18 21:43:29.295"]},{"I":461,"V":["2025-08-18 20:43:29.295"]},{"I":375,"V":["83:53.342"]}]}}}
[2025-08-19 02:13:34.013] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":787,"TS":"2025-08-18T21:43:30.19","TID":16,"PID":2,"M":83,"S":54,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":88.5,"Y":50,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":353,"V":["689"]},{"I":373,"V":["68wn7nc0ixv2z7eklt7ozs64a"]},{"I":9,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":214,"V":["NULL"]},{"I":321,"V":["0.7884"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":374,"V":["2025-08-18 21:43:29.295"]},{"I":461,"V":["2025-08-18 20:43:29.295"]},{"I":375,"V":["83:53.342"]}]}}}
[2025-08-19 02:13:34.743] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":787,"TS":"2025-08-18T21:43:30.19","TID":16,"PID":2,"M":83,"S":54,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":88.5,"Y":50,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":353,"V":["689"]},{"I":373,"V":["68wn7nc0ixv2z7eklt7ozs64a"]},{"I":9,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":214,"V":["NULL"]},{"I":321,"V":["0.7884"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":374,"V":["2025-08-18 21:43:29.295"]},{"I":461,"V":["2025-08-18 20:43:29.295"]},{"I":375,"V":["83:53.342"]}]}}}
[2025-08-19 02:13:46.634] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":787,"TS":"2025-08-18T21:43:30.19","TID":16,"PID":2,"M":83,"S":54,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":88.5,"Y":50,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":9,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["46.3"]},{"I":103,"V":["3.16455696202532"]},{"I":214,"V":["NULL"]},{"I":321,"V":["0.7884"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":390,"V":["17761"]},{"I":458,"V":["NULL"]},{"I":230,"V":["0.596153846153846"]},{"I":231,"V":["49.8194444444444"]},{"I":280,"V":["HANDBALL_WON"]},{"I":281,"V":["466525"]},{"I":282,"V":["2"]},{"I":322,"V":["0.9929"]},{"I":374,"V":["2025-08-18 21:43:29.295"]},{"I":461,"V":["2025-08-18 20:43:29.295"]},{"I":375,"V":["83:53.342"]},{"I":472,"V":["783"]},{"I":473,"V":["48z36yl4am6gdyw9d0i8ge8if"]}]}}}
[2025-08-19 02:13:46.834] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":787,"TS":"2025-08-18T21:43:30.19","TID":16,"PID":2,"M":83,"S":54,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":88.5,"Y":50,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":353,"V":["689"]},{"I":373,"V":["68wn7nc0ixv2z7eklt7ozs64a"]},{"I":9,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["46.3"]},{"I":103,"V":["3.16455696202532"]},{"I":214,"V":["NULL"]},{"I":321,"V":["0.7884"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":390,"V":["17761"]},{"I":458,"V":["NULL"]},{"I":230,"V":["0.596153846153846"]},{"I":231,"V":["49.8194444444444"]},{"I":280,"V":["HANDBALL_WON"]},{"I":281,"V":["466525"]},{"I":282,"V":["2"]},{"I":322,"V":["0.9929"]},{"I":374,"V":["2025-08-18 21:43:29.295"]},{"I":461,"V":["2025-08-18 20:43:29.295"]},{"I":375,"V":["83:53.342"]},{"I":472,"V":["783"]},{"I":473,"V":["48z36yl4am6gdyw9d0i8ge8if"]}]}}}
[2025-08-19 02:13:47.235] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":787,"TS":"2025-08-18T21:43:30.19","TID":16,"PID":2,"M":83,"S":54,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":88.5,"Y":50,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":353,"V":["689"]},{"I":373,"V":["68wn7nc0ixv2z7eklt7ozs64a"]},{"I":9,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["46.3"]},{"I":103,"V":["3.16455696202532"]},{"I":214,"V":["NULL"]},{"I":321,"V":["0.7884"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":390,"V":["17761"]},{"I":458,"V":["NULL"]},{"I":230,"V":["0.596153846153846"]},{"I":231,"V":["49.8194444444444"]},{"I":280,"V":["HANDBALL_WON"]},{"I":281,"V":["466525"]},{"I":282,"V":["2"]},{"I":322,"V":["0.9929"]},{"I":374,"V":["2025-08-18 21:43:29.295"]},{"I":461,"V":["2025-08-18 20:43:29.295"]},{"I":375,"V":["83:53.342"]},{"I":472,"V":["783"]},{"I":473,"V":["48z36yl4am6gdyw9d0i8ge8if"]}]}}}
[2025-08-19 02:13:48.570] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":690,"TS":"2025-08-18T21:43:48.415","TID":61,"PID":2,"M":84,"S":12,"PLID":440993,"PLUUID":"3dm2bfuoyips4rbj0vhvbp9be","PN":"I. Ndiaye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":86.3,"Y":13.8,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-19 02:14:44.947] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":691,"TS":"2025-08-18T21:44:42.1","TID":1,"PID":2,"M":85,"S":6,"PLID":502697,"PLUUID":"18qxb54ol1s4mtgl7n3224ciy","PN":"C. Alcaraz","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":49.9,"Y":49.8,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["26.1"]},{"I":141,"V":["49.6"]},{"I":212,"V":["24.99037"]},{"I":213,"V":["3.147035"]},{"I":279,"V":["G"]},{"I":318,"V":["0.00000711"]}]}}}
[2025-08-19 02:14:49.046] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":692,"TS":"2025-08-18T21:44:44.802","TID":1,"PID":2,"M":85,"S":8,"PLID":111234,"PLUUID":"e8dina16u5kt5ho4u5igtmimt","PN":"J. Pickford","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":27.8,"Y":50.7,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["73.7"]},{"I":141,"V":["33.2"]},{"I":212,"V":["49.6424"]},{"I":213,"V":["6.041113"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00206584"]}]}}}
[2025-08-19 02:14:50.612] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":693,"TS":"2025-08-18T21:44:48.946","TID":1,"PID":2,"M":85,"S":12,"PLID":486385,"PLUUID":"6z3a27dxffwacyxof0imvcfvu","PN":"Beto","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":73.7,"Y":33.2,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["80.6"]},{"I":141,"V":["40"]},{"I":212,"V":["8.594848"]},{"I":213,"V":["0.5680588"]},{"I":318,"V":["0.006886"]}]}}}
[2025-08-19 02:14:51.046] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":788,"TS":"2025-08-18T21:44:50.946","TID":44,"PID":2,"M":85,"S":14,"PLID":486520,"PLUUID":"dr0kn3srxtg7nuw99gjoim7e1","PN":"I. Gruev","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":20.2,"Y":69.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-19 02:14:51.512] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":694,"TS":"2025-08-18T21:44:50.386","TID":44,"PID":2,"M":85,"S":14,"PLID":440993,"PLUUID":"3dm2bfuoyips4rbj0vhvbp9be","PN":"I. Ndiaye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":80.6,"Y":40,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-19 02:14:51.718] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":789,"TS":"2025-08-18T21:44:51.645","TID":61,"PID":2,"M":85,"S":15,"PLID":486520,"PLUUID":"dr0kn3srxtg7nuw99gjoim7e1","PN":"I. Gruev","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":20.2,"Y":69.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-19 02:14:52.720] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":695,"TS":"2025-08-18T21:44:51.297","TID":1,"PID":2,"M":85,"S":15,"PLID":440993,"PLUUID":"3dm2bfuoyips4rbj0vhvbp9be","PN":"I. Ndiaye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":80.6,"Y":40,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["87.2"]},{"I":141,"V":["48.1"]},{"I":212,"V":["8.852285"]},{"I":213,"V":["0.6715654"]}]}}}
[2025-08-19 02:14:53.360] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":790,"TS":"2025-08-18T21:44:52.459","TID":12,"PID":2,"M":85,"S":16,"PLID":222694,"PLUUID":"b275i2lg3anqae5lv9gmrzmqx","PN":"P. Struijk","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":12,"Y":66.7,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.8"]},{"I":141,"V":["72.1"]},{"I":212,"V":["10.92555"]},{"I":213,"V":["0.3427654"]}]}}}
[2025-08-19 02:14:54.512] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":791,"TS":"2025-08-18T21:44:53.963","TID":12,"PID":2,"M":85,"S":18,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":21.8,"Y":72.1,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["26.3"]},{"I":141,"V":["78.7"]},{"I":212,"V":["6.51673"]},{"I":213,"V":["0.7596793"]}]}}}
[2025-08-19 02:14:57.321] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":792,"TS":"2025-08-18T21:44:56.515","TID":7,"PID":2,"M":85,"S":20,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":26.7,"Y":80,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-19 02:14:58.008] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":696,"TS":"2025-08-18T21:44:57.954","TID":50,"PID":2,"M":85,"S":22,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":73.1,"Y":29.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-19 02:14:58.208] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":793,"TS":"2025-08-18T21:44:58.26","TID":86,"PID":2,"M":85,"S":22,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":30.5,"Y":82.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-19 02:14:58.834] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":697,"TS":"2025-08-18T21:44:58.739","TID":61,"PID":2,"M":85,"S":22,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":73.1,"Y":29.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-19 02:14:59.415] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":698,"TS":"2025-08-18T21:44:59.186","TID":86,"PID":2,"M":85,"S":23,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":73.1,"Y":29.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-19 02:15:12.798] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":699,"TS":"2025-08-18T21:45:12.522","TID":18,"PID":2,"M":85,"S":36,"PLID":502697,"PLUUID":"18qxb54ol1s4mtgl7n3224ciy","PN":"C. Alcaraz","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":73.1,"Y":29.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":44,"V":["Midfielder"]},{"I":59,"V":["24"]}]}}}
[2025-08-19 02:15:13.020] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":700,"TS":"2025-08-18T21:45:12.523","TID":19,"PID":2,"M":85,"S":36,"PLID":586309,"PLUUID":"1wileoy8mxtd2t1b106uhwzro","PN":"T. Barry","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":73.1,"Y":29.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":368,"V":["7uf1kavqosqcqb2vutyvbtbcf"]},{"I":145,"V":["10"]},{"I":59,"V":["11"]},{"I":44,"V":["Forward"]},{"I":55,"V":["699"]}]}}}
[2025-08-19 02:15:19.923] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":789,"TS":"2025-08-18T21:44:51.645","TID":43,"PID":2,"M":85,"S":15,"PLID":486520,"PLUUID":"dr0kn3srxtg7nuw99gjoim7e1","PN":"I. Gruev","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":20.2,"Y":69.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":144,"V":["61"]}]}}}
[2025-08-19 02:15:45.094] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":794,"TS":"2025-08-18T21:45:42.683","TID":1,"PID":2,"M":86,"S":6,"PLID":201595,"PLUUID":"dve7yj8usejn9x7pmdjvozje1","PN":"Lucas Perri","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":30.3,"Y":81.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":157,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["78.0"]},{"I":141,"V":["101.7"]},{"I":212,"V":["51.95246"]},{"I":213,"V":["0.2689346"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-19 02:15:45.269] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":795,"TS":"2025-08-18T21:45:44.945","TID":5,"PID":2,"M":86,"S":8,"PLID":201595,"PLUUID":"dve7yj8usejn9x7pmdjvozje1","PN":"Lucas Perri","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":78,"Y":101.7,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
