[2025-08-16 18:03:14.487] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 18:03:15.262] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 18:03:16.030] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"102dto55773ex3p58gp94ql90"}}
[2025-08-16 18:48:50.672] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":785,"TS":"2025-08-16T14:18:50.845","TID":45,"PID":2,"M":91,"S":34,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":9.3,"Y":81.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:48:51.058] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":629,"TS":"2025-08-16T14:18:49.341","TID":3,"PID":2,"M":91,"S":33,"PLID":244850,"PLUUID":"2eayhzdix8knmn810sbngsdt5","PN":"M. Rogers","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":92.4,"Y":13.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 18:48:51.450] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":630,"TS":"2025-08-16T14:18:51.325","TID":61,"PID":2,"M":91,"S":35,"PLID":244850,"PLUUID":"2eayhzdix8knmn810sbngsdt5","PN":"M. Rogers","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":99.3,"Y":26.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-16 18:48:52.048] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":786,"TS":"2025-08-16T14:18:52.270","TID":49,"PID":2,"M":91,"S":35,"PLID":441191,"PLUUID":"bdmomasg7lrn5pwihecvgpuga","PN":"T. Livramento","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":11.4,"Y":77.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:48:57.050] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":787,"TS":"2025-08-16T14:18:55.135","TID":1,"PID":2,"M":91,"S":38,"PLID":441191,"PLUUID":"bdmomasg7lrn5pwihecvgpuga","PN":"T. Livramento","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":14.4,"Y":82.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["39.1"]},{"I":141,"V":["90"]},{"I":212,"V":["26.44489"]},{"I":213,"V":["0.196691"]}]}}}
[2025-08-16 18:48:58.277] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":788,"TS":"2025-08-16T14:18:58.413","TID":61,"PID":2,"M":91,"S":42,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":38.7,"Y":83.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:48:59.719] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":631,"TS":"2025-08-16T14:18:59.261","TID":1,"PID":2,"M":91,"S":42,"PLID":226944,"PLUUID":"blth4klpu88kgh73abpjlgusp","PN":"B. Kamara","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":51.1,"Y":6.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["56.5"]},{"I":141,"V":["14.7"]},{"I":212,"V":["8.145429"]},{"I":213,"V":["0.800851"]}]}}}
[2025-08-16 18:49:00.886] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":632,"TS":"2025-08-16T14:19:01.6","TID":49,"PID":2,"M":91,"S":44,"PLID":449871,"PLUUID":"do3duah478rhz9cg2icde4h9m","PN":"A. Onana","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":58.2,"Y":27.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:49:04.471] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":633,"TS":"2025-08-16T14:19:01.102","TID":1,"PID":2,"M":91,"S":44,"PLID":449871,"PLUUID":"do3duah478rhz9cg2icde4h9m","PN":"A. Onana","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":58.2,"Y":27.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.9"]},{"I":141,"V":["44.6"]},{"I":212,"V":["18.82575"]},{"I":213,"V":["2.494065"]},{"I":318,"V":["0.00006067"]}]}}}
[2025-08-16 18:49:07.674] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":634,"TS":"2025-08-16T14:19:04.661","TID":1,"PID":2,"M":91,"S":48,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":45.6,"Y":50.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["16.5"]},{"I":141,"V":["50.0"]},{"I":212,"V":["30.56113"]},{"I":213,"V":["3.161619"]},{"I":318,"V":["0.00000231"]}]}}}
[2025-08-16 18:49:10.679] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":635,"TS":"2025-08-16T14:19:07.933","TID":1,"PID":2,"M":91,"S":51,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":15.8,"Y":49.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["26.2"]},{"I":141,"V":["24.7"]},{"I":212,"V":["19.9768"]},{"I":213,"V":["5.290729"]},{"I":318,"V":["0.00000242"]}]}}}
[2025-08-16 18:49:13.282] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":636,"TS":"2025-08-16T14:19:10.885","TID":1,"PID":2,"M":91,"S":54,"PLID":226944,"PLUUID":"blth4klpu88kgh73abpjlgusp","PN":"B. Kamara","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":29.5,"Y":23.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.6"]},{"I":141,"V":["27.6"]},{"I":212,"V":["3.345487"]},{"I":213,"V":["0.851179"]},{"I":318,"V":["0.00000452"]}]}}}
[2025-08-16 18:49:18.297] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":637,"TS":"2025-08-16T14:19:13.397","TID":1,"PID":2,"M":91,"S":57,"PLID":449871,"PLUUID":"do3duah478rhz9cg2icde4h9m","PN":"A. Onana","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":28.3,"Y":29.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["8.6"]},{"I":141,"V":["50.1"]},{"I":212,"V":["25.09682"]},{"I":213,"V":["2.539599"]},{"I":318,"V":["0.00000055"]}]}}}
[2025-08-16 18:49:19.884] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":638,"TS":"2025-08-16T14:19:18.551","TID":1,"PID":2,"M":92,"S":2,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":8.1,"Y":51.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["48.2"]},{"I":141,"V":["54.9"]},{"I":212,"V":["42.18011"]},{"I":213,"V":["0.0596844"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 18:49:22.345] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":789,"TS":"2025-08-16T14:19:20.909","TID":1,"PID":2,"M":92,"S":4,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":53,"Y":54,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["65.6"]},{"I":141,"V":["40.4"]},{"I":212,"V":["16.14182"]},{"I":213,"V":["5.673119"]},{"I":318,"V":["0.00084698"]}]}}}
[2025-08-16 18:49:22.936] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":790,"TS":"2025-08-16T14:19:22.494","TID":1,"PID":2,"M":92,"S":6,"PLID":547719,"PLUUID":"552xyc766gp97a5zu8tcx4xzo","PN":"L. Miley","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":65.7,"Y":41.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70"]},{"I":141,"V":["52.9"]},{"I":212,"V":["9.207051"]},{"I":213,"V":["1.058265"]}]}}}
[2025-08-16 18:49:23.567] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":639,"TS":"2025-08-16T14:19:23.744","TID":61,"PID":2,"M":92,"S":7,"PLID":449871,"PLUUID":"do3duah478rhz9cg2icde4h9m","PN":"A. Onana","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":35.6,"Y":46,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:49:27.156] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":640,"TS":"2025-08-16T14:19:27.340","TID":61,"PID":2,"M":92,"S":11,"PLID":244850,"PLUUID":"2eayhzdix8knmn810sbngsdt5","PN":"M. Rogers","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":66.2,"Y":50,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-16 18:49:27.747] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":791,"TS":"2025-08-16T14:19:28.30","TID":49,"PID":2,"M":92,"S":11,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":33.4,"Y":47.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:49:36.240] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":792,"TS":"2025-08-16T14:19:33.6","TID":1,"PID":2,"M":92,"S":16,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":58.8,"Y":34.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["71.2"]},{"I":141,"V":["10.4"]},{"I":212,"V":["21.14417"]},{"I":213,"V":["5.375755"]},{"I":318,"V":["0.00049618"]}]}}}
[2025-08-16 18:49:39.564] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":793,"TS":"2025-08-16T14:19:36.461","TID":1,"PID":2,"M":92,"S":20,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":75.2,"Y":19.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["73.5"]},{"I":141,"V":["52.9"]},{"I":212,"V":["22.91762"]},{"I":213,"V":["1.648763"]},{"I":318,"V":["0.00479494"]}]}}}
[2025-08-16 18:49:40.361] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":794,"TS":"2025-08-16T14:19:39.757","TID":1,"PID":2,"M":92,"S":23,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":75.2,"Y":55.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["87.3"]},{"I":141,"V":["56.9"]},{"I":212,"V":["12.73572"]},{"I":213,"V":["0.06946695"]}]}}}
[2025-08-16 18:49:41.456] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":641,"TS":"2025-08-16T14:19:41.596","TID":8,"PID":2,"M":92,"S":25,"PLID":226944,"PLUUID":"blth4klpu88kgh73abpjlgusp","PN":"B. Kamara","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":14.9,"Y":38,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:49:44.085] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":642,"TS":"2025-08-16T14:19:44.268","TID":86,"PID":2,"M":92,"S":27,"PLID":226944,"PLUUID":"blth4klpu88kgh73abpjlgusp","PN":"B. Kamara","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":15.6,"Y":31.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:49:45.294] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":795,"TS":"2025-08-16T14:19:45.438","TID":86,"PID":2,"M":92,"S":29,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":85.5,"Y":68.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:50:35.745] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":796,"TS":"2025-08-16T14:20:35.741","TID":44,"PID":2,"M":93,"S":19,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":31.2,"Y":65.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:50:35.911] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":643,"TS":"2025-08-16T14:20:31.950","TID":1,"PID":2,"M":93,"S":15,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":17.3,"Y":30.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":157,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["63.8"]},{"I":141,"V":["42.8"]},{"I":212,"V":["49.49102"]},{"I":213,"V":["0.1642418"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00014489"]}]}}}
[2025-08-16 18:50:36.141] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":644,"TS":"2025-08-16T14:20:36.84","TID":44,"PID":2,"M":93,"S":19,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":63.8,"Y":42.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 18:50:37.518] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":797,"TS":"2025-08-16T14:20:35.853","TID":1,"PID":2,"M":93,"S":19,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":31.2,"Y":65.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["35.2"]},{"I":141,"V":["56"]},{"I":212,"V":["7.762395"]},{"I":213,"V":["5.284098"]},{"I":318,"V":["0.00000685"]}]}}}
[2025-08-16 18:50:37.743] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":798,"TS":"2025-08-16T14:20:37.517","TID":1,"PID":2,"M":93,"S":21,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":35.3,"Y":56,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.1"]},{"I":141,"V":["64"]},{"I":212,"V":["5.910135"]},{"I":213,"V":["1.972355"]}]}}}
[2025-08-16 18:50:39.541] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":645,"TS":"2025-08-16T14:20:39.669","TID":8,"PID":2,"M":93,"S":23,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":66.5,"Y":45.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-16 18:50:39.623] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":799,"TS":"2025-08-16T14:20:39.725","TID":49,"PID":2,"M":93,"S":23,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":33.3,"Y":50.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:50:44.341] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":800,"TS":"2025-08-16T14:20:40.14","TID":1,"PID":2,"M":93,"S":23,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":33.6,"Y":42.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.2"]},{"I":141,"V":["17.6"]},{"I":212,"V":["17.61437"]},{"I":213,"V":["4.928668"]},{"I":318,"V":["0.0000102"]}]}}}
[2025-08-16 18:50:51.569] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":801,"TS":"2025-08-16T14:20:44.526","TID":1,"PID":2,"M":93,"S":28,"PLID":77794,"PLUUID":"65z99j774kjnbf7vm0u2q0jit","PN":"K. Trippier","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":43.9,"Y":11.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["96.3"]},{"I":141,"V":["12.9"]},{"I":212,"V":["55.0271"]},{"I":213,"V":["0.0160655"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00158372"]}]}}}
[2025-08-16 18:50:53.171] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":802,"TS":"2025-08-16T14:20:51.741","TID":1,"PID":2,"M":93,"S":35,"PLID":538207,"PLUUID":"bf7ph89zhr5y6rtct5k9bvqc4","PN":"W. Osula","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":91.5,"Y":24.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["88.2"]},{"I":141,"V":["32"]},{"I":212,"V":["5.94271"]},{"I":213,"V":["2.193295"]},{"I":318,"V":["0.01730806"]}]}}}
[2025-08-16 18:50:55.373] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":803,"TS":"2025-08-16T14:20:53.341","TID":1,"PID":2,"M":93,"S":37,"PLID":547719,"PLUUID":"552xyc766gp97a5zu8tcx4xzo","PN":"L. Miley","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":86.5,"Y":33.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["88.2"]},{"I":141,"V":["25.5"]},{"I":212,"V":["5.790016"]},{"I":213,"V":["5.025783"]},{"I":318,"V":["0.00954533"]}]}}}
[2025-08-16 18:50:55.563] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":804,"TS":"2025-08-16T14:20:55.373","TID":39,"PID":2,"M":93,"S":39,"PLID":538207,"PLUUID":"bf7ph89zhr5y6rtct5k9bvqc4","PN":"W. Osula","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":85.1,"Y":30,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":250,"V":["NULL"]}]}}}
[2025-08-16 18:50:56.158] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":646,"TS":"2025-08-16T14:20:56.222","TID":10,"PID":2,"M":93,"S":39,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":10,"Y":53.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:50:59.379] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":647,"TS":"2025-08-16T14:20:59.534","TID":6,"PID":2,"M":93,"S":43,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":-0.5,"Y":24.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":73,"V":["NULL"]}]}}}
[2025-08-16 18:51:00.373] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":805,"TS":"2025-08-16T14:21:00.621","TID":56,"PID":2,"M":93,"S":44,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":97.6,"Y":82,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]}]}}}
